UniProt ID,No. of Valid Modified Peptides,No. of Significant Modified Peptides (P-value),No. of Significant Modified Peptides (Adj. P-value),No. of Valid Peptides,No. of Significant Peptides (P-value),No. of Significant Peptides (Adj. P-value),No. of Valid Cut Sites,No. of Significant Cut Sites (P-value),No. of Significant Cut Sites (Adj. P-value),Retained,Perturbed,S/T Avg,P-Value
P00830,13,1,1,13,1,1,12,1,1,TRUE,FALSE,0.281357404,0.000217418
P26783,45,1,0,45,3,2,35,0,0,FALSE,TRUE,0.278284601,0.002499006
P47160,6,0,0,6,0,0,6,0,0,TRUE,FALSE,0.371390612,5.01E-05
P46970,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.248725856,3.05E-05
P47169,9,0,0,9,0,0,7,0,0,TRUE,FALSE,0.365213486,0.001855293
P31116,75,18,19,73,18,19,62,17,17,FALSE,TRUE,0.624819863,0.000183332
P47173,3,0,0,3,0,0,3,0,0,TRUE,FALSE,0.462641765,0.000418859
P46971,1,0,1,1,0,1,1,0,1,FALSE,FALSE,0.045242463,0.002278645
P32787,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0.11589038,0.000804973
P0CX35,72,3,3,72,16,16,57,2,2,FALSE,TRUE,0.214796185,0.01065301
P47176,30,0,0,30,0,0,27,0,0,TRUE,FALSE,0.396021753,0.000261208
P54861,14,1,0,14,1,0,14,1,0,TRUE,FALSE,0.251562186,0.001052086
P32892,6,4,5,6,4,5,6,4,5,FALSE,TRUE,0.221632659,0.00011047
P33750,1,0,1,1,0,1,1,0,1,FALSE,FALSE,0.130778151,0.000187989
Q07807,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0.098951362,0.000928359
P04802,58,0,0,58,3,1,55,0,0,TRUE,FALSE,0.512112781,0.000328875
P23201,4,0,0,4,0,0,4,0,0,TRUE,FALSE,0.263663822,4.68E-06
Q12373,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.380112127,0.00019762
P10592,178,7,0,160,10,0,131,6,0,TRUE,FALSE,0.467493126,2.77E-06
P31539,39,4,0,39,4,0,37,4,0,TRUE,FALSE,0.464872505,8.71E-05
Q07825,1,0,1,1,0,1,1,0,1,FALSE,FALSE,0.201380722,2.39E-05
Q07844,5,0,4,5,0,4,5,0,4,FALSE,TRUE,0.182215022,3.46E-05
P32523,2,0,0,2,0,0,2,0,0,TRUE,FALSE,0.216207409,2.22E-05
Q07878,3,3,3,3,3,3,3,3,3,FALSE,TRUE,0.198549969,0.000215074
P29453,60,1,0,60,5,0,47,1,0,TRUE,FALSE,0.211655588,0.007082074
P32386,1,0,1,1,0,1,1,0,1,FALSE,FALSE,0.026939331,0.001332521
Q03048,31,0,0,31,0,0,23,0,0,TRUE,FALSE,0.316088877,0.021146359
Q12525,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.439141291,0.000506152
Q07896,1,0,1,1,0,1,1,0,1,FALSE,FALSE,0.212722709,0.000436516
Q07897,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.157040795,0.001319337
Q07938,4,0,0,4,0,0,4,0,0,TRUE,FALSE,0.345179947,0.000368834
Q07953,4,2,2,4,2,2,4,2,2,FALSE,TRUE,0.211675883,0.000560051
Q01590,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0.141704383,0.0050344
P23542,35,1,0,35,3,0,32,0,0,TRUE,FALSE,0.29323559,4.72E-05
P54113,13,0,0,13,0,0,13,0,0,TRUE,FALSE,0.429386665,0.001059976
P05748,24,4,4,24,4,4,21,4,4,FALSE,TRUE,0.165425758,0.002750252
Q07979,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0.200667512,2.38E-05
P22217,7,0,0,6,0,0,3,0,0,TRUE,FALSE,0.557928204,0.046235945
P06169,318,14,1,279,15,1,209,13,1,TRUE,FALSE,0.381191616,8.07E-05
P46654,68,4,0,62,4,0,47,4,0,TRUE,FALSE,0.073392095,0.013684686
P38915,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.224208412,1.99E-06
P32353,1,0,1,1,0,1,1,0,1,FALSE,FALSE,0.04344099,2.09E-05
P37291,48,0,0,46,1,0,35,0,0,TRUE,FALSE,0.375090853,8.04E-05
P54964,2,0,0,2,0,0,2,0,0,TRUE,FALSE,0.484054733,0.003217813
P15624,39,2,0,39,2,0,36,2,0,TRUE,FALSE,0.368034505,0.000240677
P05749,19,0,0,19,0,0,15,0,0,TRUE,FALSE,0.27565785,0.002485767
P25039,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.419496378,9.32E-05
P19263,2,1,1,2,1,1,2,1,1,TRUE,FALSE,0.224808395,0.000118449
Q08004,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.245370167,1.64E-05
P41805,40,1,1,40,4,3,31,0,0,FALSE,TRUE,0.266140951,0.000138393
P25385,1,0,1,1,0,1,1,0,1,FALSE,FALSE,0.141907423,0.004813489
P32802,4,1,2,4,1,2,4,1,2,FALSE,TRUE,0.114054197,3.75E-06
Q12267,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.20880503,0.000112779
P52893,6,0,0,6,0,0,6,0,0,TRUE,FALSE,0.373170123,3.17E-05
Q08045,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0.141783875,0.003750168
Q12019,24,5,5,24,5,5,24,5,5,FALSE,TRUE,0.266841386,5.10E-05
P38013,66,2,0,64,4,0,39,1,0,TRUE,FALSE,0.468412334,0.001311684
P32485,9,0,0,9,0,0,8,0,0,TRUE,FALSE,0.447568009,1.92E-05
Q12500,2,0,0,2,0,0,2,0,0,TRUE,FALSE,0.399385075,0.003535207
Q12354,4,0,0,4,0,0,2,0,0,TRUE,FALSE,0.430519926,0.00122383
Q12220,5,3,4,5,3,4,5,3,4,FALSE,TRUE,0.172066806,4.83E-05
P16467,3,0,0,3,0,0,3,0,0,TRUE,FALSE,0.476240158,0.000830915
Q12429,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.325978769,0.000135039
Q12455,2,0,0,2,0,0,2,0,0,TRUE,FALSE,0.557438821,0.00428789
P43321,2,0,0,2,0,0,2,0,0,TRUE,FALSE,0.222506531,0.004915552
P39015,34,3,2,32,2,2,28,2,2,FALSE,TRUE,0.319381569,0.000253633
P52910,48,1,0,48,0,0,43,1,0,TRUE,FALSE,0.365997071,0.000230903
P10507,3,0,0,3,0,0,3,0,0,TRUE,FALSE,0.409330619,9.43E-05
P05759,19,1,1,19,5,4,18,1,1,FALSE,TRUE,0.223251562,0.002679641
P32469,11,0,0,11,0,0,10,0,0,TRUE,FALSE,0.584116461,0.006778534
P33322,22,16,19,22,16,19,21,15,18,FALSE,TRUE,0.126867259,2.31E-06
Q06252,11,0,0,11,0,0,9,0,0,TRUE,FALSE,0.413126995,0.000945028
P10659,52,6,5,52,6,5,42,4,3,FALSE,TRUE,0.496739673,0.000652586
P09959,2,0,0,2,0,0,2,0,0,TRUE,FALSE,0.192651479,0.000847789
Q06287,6,3,4,6,3,4,6,3,4,FALSE,TRUE,0.196541784,6.90E-06
Q05775,9,1,0,8,0,0,8,1,0,TRUE,FALSE,0.380410897,2.54E-05
P14743,7,0,1,7,0,1,6,0,1,TRUE,FALSE,0.331442862,1.33E-05
P21304,2,1,2,2,1,2,2,1,2,FALSE,TRUE,0.167071962,0.000201678
Q12460,24,18,22,23,16,20,22,17,21,FALSE,TRUE,0.066653107,0.000234132
Q05778,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.3399599,9.78E-05
P52553,7,0,0,7,0,0,6,0,0,TRUE,FALSE,0.535530207,1.87E-05
P32335,3,0,0,3,0,0,3,0,0,TRUE,FALSE,0.348807741,0.001122857
Q04491,15,2,2,15,4,6,13,2,2,FALSE,TRUE,0.245706056,4.02E-05
Q05788,10,1,1,10,1,1,9,1,1,TRUE,FALSE,0.671433581,0.004277363
P53378,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0.220681344,0.003987973
P32791,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0.061606211,0.002560596
Q05791,2,0,1,2,0,1,2,0,1,TRUE,FALSE,0.280295781,0.000186638
P53691,12,0,0,12,0,0,12,0,0,TRUE,FALSE,0.382636473,0.0009493
Q05942,2,1,1,2,1,1,2,1,1,TRUE,FALSE,0.180970937,0.000820314
Q05946,3,2,3,3,2,3,3,2,3,FALSE,TRUE,0.160637013,5.33E-05
Q05979,3,0,0,3,0,0,3,0,0,TRUE,FALSE,0.642941809,0.002258518
Q01662,28,2,5,28,6,7,25,3,6,FALSE,TRUE,0.28468249,7.65E-06
P38623,5,0,0,5,0,0,5,0,0,TRUE,FALSE,0.367405273,3.04E-05
P16521,258,7,1,243,11,1,198,7,1,TRUE,FALSE,0.296561783,0.000538939
P39931,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.185327014,0.019757008
Q06146,5,0,0,5,1,1,5,0,0,TRUE,FALSE,0.433294608,3.21E-05
P19882,58,0,0,57,2,0,51,0,0,TRUE,FALSE,0.409602478,4.40E-05
P0C0X0,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.163035784,0.02804342
Q06151,10,0,0,8,0,0,8,0,0,TRUE,FALSE,0.385703554,0.001067705
P29496,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.292666912,3.38E-05
Q06218,2,1,2,2,1,2,2,1,2,FALSE,TRUE,0.183339515,0.000197349
Q05874,6,0,0,6,0,0,6,0,0,TRUE,FALSE,0.367249708,0.00065175
P0CX33,3,0,0,3,0,0,3,0,0,TRUE,FALSE,0.214796185,0.01065301
P32502,7,2,2,7,2,2,7,2,2,FALSE,TRUE,0.293928707,0.000406158
P32835,36,2,1,35,2,1,25,1,0,TRUE,FALSE,0.449741124,0.000844247
Q12349,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.571491912,0.006726264
P23776,12,0,0,12,0,0,12,0,0,TRUE,FALSE,0.473407391,0.000232163
Q05905,22,1,0,22,1,0,22,1,0,TRUE,FALSE,0.54433257,0.000612293
P06106,37,0,0,37,1,0,35,0,0,TRUE,FALSE,0.43151944,2.83E-05
P19414,64,1,0,64,1,0,56,1,0,TRUE,FALSE,0.382263648,1.75E-05
P32457,11,0,0,11,0,0,11,0,0,TRUE,FALSE,0.279117032,2.55E-06
P41697,3,0,0,1,0,0,1,0,0,FALSE,FALSE,0.171007567,0.001707518
P49167,9,0,0,9,0,0,9,0,0,TRUE,FALSE,0.167730553,0.007297885
Q12114,8,1,2,8,1,2,8,1,2,FALSE,TRUE,0.274260987,0.000749807
P0C0T4,12,0,0,12,0,0,12,0,0,TRUE,FALSE,0.244138474,0.000379205
P32499,3,0,0,3,0,0,3,0,0,TRUE,FALSE,0.34839232,8.26E-06
Q06132,3,1,2,3,1,2,3,1,2,FALSE,TRUE,0.160764548,0.000408589
P37370,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.384702308,0.000250655
P05317,59,3,0,58,7,2,45,4,0,FALSE,TRUE,0.268065891,1.76E-05
P38631,14,13,14,14,13,14,14,13,14,FALSE,TRUE,0.109846444,6.03E-08
P05743,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.242579347,0.001902466
Q06142,8,0,0,8,0,0,8,0,0,TRUE,FALSE,0.271615034,3.77E-06
P49954,6,1,1,6,1,1,6,1,1,TRUE,FALSE,0.477799528,4.95E-05
P15019,67,3,0,67,8,0,60,4,0,TRUE,FALSE,0.578757757,0.005850965
P06168,93,0,0,93,0,0,74,0,0,TRUE,FALSE,0.338189592,0.000821061
Q06488,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.263476027,4.10E-06
Q05911,29,1,0,29,1,0,22,1,0,TRUE,FALSE,0.340541337,0.000186363
Q05926,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.498823969,0.034172467
Q05931,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.377801053,0.004112378
Q05933,7,0,0,7,0,0,7,0,0,TRUE,FALSE,0.350179913,0.004799275
P51862,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.183517006,0.00117338
P40319,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0.043940358,0.000395918
P32915,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0.019261881,0.001546108
Q06705,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0.198166701,0.000338845
Q06706,17,1,1,17,1,1,17,1,1,TRUE,FALSE,0.299941317,2.09E-05
Q06709,2,0,0,2,0,0,2,0,0,TRUE,FALSE,0.280150496,4.46E-06
P41057,3,0,0,3,0,1,3,0,0,TRUE,FALSE,0.230517122,0.002655362
Q06010,9,1,1,9,1,1,9,1,1,TRUE,FALSE,0.294433947,4.32E-05
P32794,5,1,1,5,1,1,5,1,1,TRUE,FALSE,0.293071856,2.44E-05
P35207,11,2,2,11,2,2,11,2,2,FALSE,TRUE,0.241411021,5.03E-06
P35817,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.262627102,3.91E-06
Q06053,6,1,1,6,1,1,6,1,1,TRUE,FALSE,0.251068659,0.000264389
P32432,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.235365467,0.001605729
Q06078,6,3,5,6,3,5,6,3,5,FALSE,TRUE,0.120722212,0.000292759
Q06685,11,4,4,11,4,4,11,4,4,FALSE,TRUE,0.235012882,6.35E-05
Q06689,3,1,2,3,1,2,3,1,2,FALSE,TRUE,0.1242438,0.002175329
Q06697,2,0,0,2,0,0,2,0,0,TRUE,FALSE,0.260684092,0.001932969
P20051,30,3,1,30,3,1,28,3,1,TRUE,FALSE,0.549045557,0.000600054
O13563,6,0,0,6,0,0,6,0,0,TRUE,FALSE,0.278444192,0.00010987
Q06440,5,1,1,5,1,1,5,1,1,TRUE,FALSE,0.254884824,0.00010544
Q00416,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0.177200807,0.000219125
P50095,48,2,0,46,3,1,39,2,1,TRUE,FALSE,0.266341638,0.007046083
P23287,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.383579572,9.74E-05
Q06672,3,0,0,3,0,0,3,0,0,TRUE,FALSE,0.39267975,0.000255973
P07991,38,2,1,37,2,1,34,2,1,TRUE,FALSE,0.414361547,0.000189145
P33442,57,3,3,56,12,12,46,3,3,FALSE,TRUE,0.23777184,0.000171159
P32366,9,3,7,9,3,7,9,3,7,FALSE,TRUE,0.067787856,0.001539543
P05739,39,1,1,39,1,1,35,1,1,TRUE,FALSE,0.2781681,0.000297469
Q06205,13,10,12,13,7,9,12,9,11,FALSE,TRUE,0.095118826,0.001412394
P11972,4,0,0,4,0,0,4,0,0,TRUE,FALSE,0.154368864,0.000414717
P54007,2,0,0,2,0,0,2,0,0,TRUE,FALSE,0.501778481,0.002821069
P32939,3,2,2,3,2,2,3,2,2,FALSE,TRUE,0.088305456,0.000461589
P50107,7,0,0,7,0,0,7,0,0,TRUE,FALSE,0.369409881,6.48E-05
P27692,18,0,0,18,0,0,17,0,0,TRUE,FALSE,0.252797189,8.87E-05
P54837,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0.099163354,0.002066475
P49957,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.4175966,0.000282494
P50109,2,0,0,2,0,0,2,0,0,TRUE,FALSE,0.174109396,0.001430535
P49435,17,1,1,16,1,1,14,1,1,TRUE,FALSE,0.742756059,0.073573546
P02407,17,1,1,17,1,1,12,1,1,TRUE,FALSE,0.275777694,0.003076065
P34760,68,3,0,68,3,0,46,3,0,TRUE,FALSE,0.472546735,0.003019771
P15274,10,0,0,10,0,0,10,0,0,TRUE,FALSE,0.374707494,4.04E-05
Q03705,4,0,0,4,0,0,4,0,0,TRUE,FALSE,0.274637609,0.000146393
Q04697,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0.03672731,0.000448809
P50094,29,4,1,29,4,1,25,4,1,TRUE,FALSE,0.248370996,8.18E-05
P14747,2,0,0,2,0,0,2,0,0,TRUE,FALSE,0.440415857,0.000339419
P23248,5,0,0,5,3,3,5,0,0,FALSE,TRUE,0.215976918,0.003415473
Q04651,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.110356139,0.003957982
Q04636,12,2,4,12,2,4,11,2,4,FALSE,TRUE,0.307972439,5.33E-05
P54838,25,1,0,25,1,0,22,1,0,TRUE,FALSE,0.435280816,0.000159352
Q04632,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0.303984047,0.000896457
Q03640,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.089293794,9.19E-09
Q02326,8,1,1,8,1,1,8,1,1,TRUE,FALSE,0.277003608,1.99E-05
P38911,10,8,10,10,8,10,10,8,10,FALSE,TRUE,0.096514357,0.000963201
P25719,8,1,1,8,3,4,8,1,1,FALSE,TRUE,0.418596916,0.000288761
Q03629,5,0,2,5,0,2,5,0,2,FALSE,TRUE,0.607564161,0.010520458
P53759,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.335120006,0.000128998
P09733,25,6,8,25,6,8,20,6,7,FALSE,TRUE,0.171163444,0.000202328
P23639,10,0,0,10,0,0,9,0,0,TRUE,FALSE,0.406979064,4.97E-05
Q04500,1,0,1,1,0,1,1,0,1,FALSE,FALSE,0.17026458,3.15E-05
Q04493,7,0,0,7,0,0,7,0,0,TRUE,FALSE,0.522903146,6.85E-05
P38427,3,1,1,3,1,1,3,1,1,TRUE,FALSE,0.348052668,3.81E-05
P29478,5,0,0,5,0,0,5,0,0,TRUE,FALSE,0.264040355,4.28E-05
P13298,25,2,2,25,2,2,24,2,2,FALSE,TRUE,0.638053699,0.002823529
Q03759,3,0,0,3,0,0,3,0,0,TRUE,FALSE,0.260481963,0.0044262
Q03758,2,1,2,2,1,2,2,1,2,FALSE,TRUE,0.157166791,0.000329071
P25297,3,1,2,3,1,2,3,1,2,FALSE,TRUE,0.062726856,0.000219519
P09734,9,7,9,9,7,9,9,7,9,FALSE,TRUE,0.125156357,0.000602613
Q12746,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0.041438091,0.001196128
P54839,47,1,0,47,2,0,43,1,0,TRUE,FALSE,0.400137932,0.002120044
Q03124,2,2,2,2,2,2,2,2,2,FALSE,TRUE,0.203004144,4.29E-05
Q03102,8,1,0,8,1,0,8,1,0,TRUE,FALSE,0.481468401,0.001753134
Q03667,3,1,1,3,1,1,3,1,1,TRUE,FALSE,0.210550904,1.30E-05
P40959,4,0,1,4,0,1,4,0,1,TRUE,FALSE,0.392844954,0.000474262
Q03690,66,9,10,66,14,15,63,9,10,FALSE,TRUE,0.228368808,4.45E-06
Q04371,8,0,0,8,0,0,8,0,0,TRUE,FALSE,0.365382523,0.001275346
Q05050,2,0,0,2,0,0,2,0,0,TRUE,FALSE,0.183472986,4.86E-05
Q05123,3,0,2,3,0,2,3,0,2,FALSE,TRUE,0.23837894,4.78E-05
P40202,14,0,0,14,0,0,11,0,0,TRUE,FALSE,0.453911932,0.000836527
P54000,3,0,1,3,0,1,3,0,1,TRUE,FALSE,0.312098696,0.000153121
Q04660,7,4,6,7,4,6,7,4,6,FALSE,TRUE,0.182740414,2.83E-05
P37296,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0.1278343,0.00021184
P38993,4,3,3,4,3,3,4,3,3,FALSE,TRUE,0.282308389,0.002678498
Q04728,8,2,3,8,2,3,8,2,3,FALSE,TRUE,0.573139004,0.001176344
P54730,2,0,0,2,0,0,2,0,0,TRUE,FALSE,0.245391763,0.000161625
Q04767,1,0,1,1,0,1,1,0,1,FALSE,FALSE,0.187831113,0.012369653
Q02486,2,0,0,2,0,0,2,0,0,TRUE,FALSE,0.212692455,1.65E-07
Q04773,5,0,0,5,0,0,5,0,0,TRUE,FALSE,0.413875746,4.63E-07
Q04779,1,0,1,1,0,1,1,0,1,FALSE,FALSE,0.237029101,6.47E-06
P24280,21,0,0,21,0,0,17,0,0,TRUE,FALSE,0.326053323,0.000510171
P30771,6,4,4,6,4,4,6,4,4,FALSE,TRUE,0.09420026,0.000283915
P07246,22,0,0,22,0,0,20,0,0,TRUE,FALSE,0.441410875,0.000766046
P32832,4,1,1,4,1,1,4,1,1,TRUE,FALSE,0.202067664,0.000958048
P46680,14,1,0,14,1,0,11,1,0,TRUE,FALSE,0.525546061,0.000277029
Q04305,3,2,2,3,2,2,3,2,2,FALSE,TRUE,0.119277911,0.000960023
Q03161,20,2,2,20,2,2,18,1,1,FALSE,TRUE,0.426727148,0.000150597
P37012,4,0,0,4,0,0,4,0,0,TRUE,FALSE,0.350092368,3.64E-05
P07342,27,17,24,27,8,11,24,16,23,FALSE,TRUE,0.108919149,8.49E-05
Q04439,6,0,0,6,0,0,6,0,0,TRUE,FALSE,0.370055879,0.000167014
Q12676,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.317834948,5.68E-05
P38011,68,1,0,68,1,0,59,1,0,TRUE,FALSE,0.251497858,4.39E-05
P38009,27,0,0,27,0,0,26,0,0,TRUE,FALSE,0.397730329,0.00010749
P54780,3,1,1,3,1,1,3,1,1,TRUE,FALSE,0.181573998,0.006552421
P34160,10,1,1,10,1,1,10,1,1,TRUE,FALSE,0.273312847,0.000185905
Q04217,7,3,4,7,3,4,7,3,4,FALSE,TRUE,0.172035559,4.05E-05
Q04225,10,4,7,10,4,7,10,4,7,FALSE,TRUE,0.192718691,0.000104024
P40212,28,2,2,28,3,4,21,1,1,FALSE,TRUE,0.250260828,0.001590324
P0CX51,33,5,6,33,5,6,27,6,6,FALSE,TRUE,0.214796185,0.01065301
P40217,19,1,0,19,1,0,16,1,0,TRUE,FALSE,0.280060239,2.51E-05
Q03799,2,0,0,2,0,0,2,0,0,TRUE,FALSE,0.165901477,0.000830682
P47771,4,0,0,4,0,0,4,0,0,TRUE,FALSE,0.44411757,0.000990673
P18899,8,0,0,8,0,0,8,0,0,TRUE,FALSE,0.527691359,0.001367672
Q03219,8,0,0,8,0,0,8,0,0,TRUE,FALSE,0.355252481,0.00012858
P39926,2,0,0,2,0,0,0,0,0,TRUE,FALSE,0.274795562,0.000274516
P15108,151,3,0,151,3,0,124,3,0,TRUE,FALSE,0.345239681,0.000682096
P49095,10,0,0,10,0,0,10,0,0,TRUE,FALSE,0.342059765,1.29E-05
P05745,12,1,1,12,1,1,8,1,1,TRUE,FALSE,0.252852546,8.48E-05
Q03691,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.279271352,0.050354225
P23644,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0.030058341,0.00120931
P16862,80,4,0,80,3,0,69,3,0,TRUE,FALSE,0.378289601,8.18E-05
P07277,10,0,0,10,0,0,10,0,0,TRUE,FALSE,0.538592253,0.001402537
P38625,79,2,0,78,2,0,61,2,0,TRUE,FALSE,0.449496924,0.000843042
P24521,2,0,0,2,0,0,2,0,0,TRUE,FALSE,0.359034004,2.03E-05
Q04991,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0.064307357,0.002221765
Q05016,30,7,7,30,7,7,29,7,7,FALSE,TRUE,0.848291881,0.013838967
Q05022,38,21,29,38,19,26,37,20,29,FALSE,TRUE,0.134918042,9.72E-05
P11745,17,0,0,17,0,0,17,0,0,TRUE,FALSE,0.371670299,4.15E-05
Q05027,2,2,2,2,2,2,2,2,2,FALSE,TRUE,0.152436039,9.71E-08
Q05029,8,1,0,8,1,0,8,1,0,TRUE,FALSE,0.319603735,0.003146333
P0CX23,22,1,1,22,1,1,21,1,1,TRUE,FALSE,0.214796185,0.01065301
P47912,3,2,2,3,2,2,3,2,2,FALSE,TRUE,0.131953262,0.000156725
Q04781,3,0,0,3,0,0,3,0,0,TRUE,FALSE,0.246482459,0.00013408
Q05827,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.460467908,0.004737226
Q03496,3,0,0,3,0,0,3,0,0,TRUE,FALSE,0.288055717,0.001037284
P38912,3,0,1,3,0,1,3,0,1,TRUE,FALSE,0.332666955,0.003628139
P38426,10,1,1,10,1,1,10,1,1,TRUE,FALSE,0.350374569,0.000716171
P48510,10,2,2,10,2,2,9,2,2,FALSE,TRUE,0.365669065,4.83E-05
Q03262,2,0,0,2,0,0,2,0,0,TRUE,FALSE,0.43745285,0.000427263
P20084,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.206900668,0.002115867
Q03532,20,10,14,19,9,11,19,10,13,FALSE,TRUE,0.164760399,0.000264616
Q03533,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.31775087,4.38E-05
Q03559,2,1,2,2,1,2,2,1,2,FALSE,TRUE,0.153460245,0.013343764
P00729,7,0,0,7,0,0,7,0,0,TRUE,FALSE,0.222781694,0.011502649
P04046,7,0,0,7,0,0,7,0,0,TRUE,FALSE,0.407107821,0.000207737
P00331,2,0,0,2,0,0,2,0,0,TRUE,FALSE,0.473884605,0.019981838
P50101,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.264831084,0.000483634
Q04951,2,0,0,2,0,0,2,0,0,TRUE,FALSE,0.404750177,0.011148539
P22146,11,6,8,11,5,7,11,6,8,FALSE,TRUE,0.134106736,3.12E-05
P32337,18,2,1,18,2,1,18,2,1,TRUE,FALSE,0.401794706,8.76E-05
P32497,45,0,0,45,0,0,42,0,0,TRUE,FALSE,0.290605187,1.97E-05
P41818,4,0,0,4,0,0,4,0,0,TRUE,FALSE,0.448392289,4.54E-05
Q04868,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.236417129,0.000962749
P40302,10,0,0,10,1,0,10,0,0,TRUE,FALSE,0.384096913,5.47E-05
Q04869,10,0,0,10,0,0,10,0,0,TRUE,FALSE,0.389248484,0.000979496
Q04894,27,1,0,26,2,1,24,2,1,TRUE,FALSE,0.571507039,0.001106368
P33309,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.289006716,0.000258966
P40693,9,5,6,9,3,4,9,5,6,FALSE,TRUE,0.177072227,2.91E-06
P38922,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.22406356,0.001952917
P25294,21,1,1,21,3,4,19,1,1,FALSE,TRUE,0.25356917,0.006063625
P53981,32,2,2,32,5,2,22,1,1,FALSE,TRUE,0.457171927,0.001183587
P0CT04,9,0,0,9,0,0,7,0,0,TRUE,FALSE,0.536977418,0.000194097
P32588,13,0,0,13,0,0,13,0,0,TRUE,FALSE,0.245516601,4.52E-05
P02309,11,2,3,11,3,4,11,2,3,FALSE,TRUE,0.190897514,0.000304346
P61830,2,0,0,2,0,0,2,0,0,TRUE,FALSE,0.187993966,0.002099539
P53962,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.299997044,0.001253983
P28834,15,1,0,15,1,0,14,1,0,TRUE,FALSE,0.385157416,0.002932517
P53959,2,0,0,2,0,0,2,0,0,TRUE,FALSE,0.260337209,0.000461847
P53633,5,0,0,5,0,0,5,0,0,TRUE,FALSE,0.618397284,0.004986892
Q10740,10,1,1,10,1,1,8,1,1,TRUE,FALSE,0.344597281,4.43E-05
P53953,3,3,3,3,3,3,3,3,3,FALSE,TRUE,0.137536745,0.001443439
P04840,5,4,4,5,4,4,5,4,4,FALSE,TRUE,0.01832912,0.001364081
P53949,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.409178784,0.00216996
P53946,1,0,0,1,0,0,1,0,0,FALSE,FALSE,0.274472638,0.00084845
P40991,12,7,9,12,7,9,12,7,9,FALSE,TRUE,0.213015416,0.001743467
P41814,4,0,0,4,0,0,4,0,0,TRUE,FALSE,0.277362835,6.15E-06
P25491,25,7,7,25,7,7,23,7,7,FALSE,TRUE,0.220018012,0.001195869
P51401,7,2,2,7,2,2,7,2,2,FALSE,TRUE,0.292176998,0.043548772
P41813,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0.221999317,0.000584462
P26785,28,2,2,26,2,2,23,2,2,FALSE,TRUE,0.282489121,3.87E-05
